"match_id","win","hero_id","account_id","leaguename"
3717725048,true,27,2434347,"Polupro ladder league season 1"
3717725048,true,69,95219538,"Polupro ladder league season 1"
3717725048,true,19,173916069,"Polupro ladder league season 1"
3717725048,true,114,367030089,"Polupro ladder league season 1"
3717725048,true,9,254882447,"Polupro ladder league season 1"
3717725048,false,107,120393058,"Polupro ladder league season 1"
3717725048,false,64,94008683,"Polupro ladder league season 1"
3717725048,false,29,94105983,"Polupro ladder league season 1"
3717725048,false,109,156201178,"Polupro ladder league season 1"
3717725048,false,15,132579317,"Polupro ladder league season 1"
3717683836,false,57,94008683,"Polupro ladder league season 1"
3717683836,false,110,132579317,"Polupro ladder league season 1"
3717683836,false,41,367030089,"Polupro ladder league season 1"
3717683836,false,94,254882447,"Polupro ladder league season 1"
3717683836,false,26,94105983,"Polupro ladder league season 1"
3717683836,true,8,2434347,"Polupro ladder league season 1"
3717683836,true,76,95219538,"Polupro ladder league season 1"
3717683836,true,27,120393058,"Polupro ladder league season 1"
3717683836,true,53,156201178,"Polupro ladder league season 1"
3717683836,true,100,173916069,"Polupro ladder league season 1"
3717576922,false,19,120393058,"Polupro ladder league season 1"
3717576922,false,3,94008683,"Polupro ladder league season 1"
3717576922,false,13,156201178,"Polupro ladder league season 1"
3717576922,false,51,254882447,"Polupro ladder league season 1"
3717576922,false,12,98029014,"Polupro ladder league season 1"
3717576922,true,14,2434347,"Polupro ladder league season 1"
3717576922,true,103,95219538,"Polupro ladder league season 1"
3717576922,true,72,132579317,"Polupro ladder league season 1"
3717576922,true,30,173916069,"Polupro ladder league season 1"
3717576922,true,34,367030089,"Polupro ladder league season 1"
3711570473,true,22,9466937,"NFCups Season 5"
3711570473,true,48,79313628,"NFCups Season 5"
3711570473,true,30,78297692,"NFCups Season 5"
3711570473,true,84,138194936,"NFCups Season 5"
3711570473,true,110,108843080,"NFCups Season 5"
3711570473,false,64,180759648,"NFCups Season 5"
3711570473,false,6,241873105,"NFCups Season 5"
3711570473,false,29,177102375,"NFCups Season 5"
3711570473,false,27,216237557,"NFCups Season 5"
3711570473,false,81,100703511,"NFCups Season 5"